,text,page_number
5658,"À moyen terme, la croissance de la production d’origine renouvelable, si elle suit la trajectoire médiane du Bilan prévisionnel, fera plus que compenser la fin de la production d’électricité au charbon et la diminution de la production nucléaire. Elle conduira donc :",150
5660,"u à accompagner des politiques de décarbonation nécessitant la croissance de l’utilisation de l’électricité, notamment dans le secteur des transports (avec le véhicule électrique), de la production d’hydrogène (avec le développement de l’électrolyse) ou du bâtiment. Ces nouveaux usages sont détaillés dans la suite du document (cf. 8.6).",150
5661,"Les analyses réalisées – au périmètre du système européen interconnecté – montrent que ces volumes croissants de production éolienne et solaire viennent en grande majorité se substituer à des moyens thermiques fossiles, en France et surtout dans les pays voisins. L’influence des installations éoliennes et solaires françaises sur la production nucléaire est aujourd’hui marginale (des modulations à la baisse interviennent, principalement le week-end ou les jours de faible consommation), les durées de fonctionnement des centrales thermiques utilisant des combustibles fossiles demeurant importantes à l’échelle européenne. Les simulations réalisées pour le Bilan prévisionnel montrent que l’éolien et le solaire continueront à se substituer en grande majorité à des moyens thermiques fossiles en Europe au cours des prochaines années, dès lors que les capacités d’échange aux interconnexions ne sont pas saturées (voir partie 8.2 et suivantes).",150
5662,"Sur l’horizon de temps considéré, la croissance de l’éolien et du solaire n’est pas tributaire du développement de moyens de stockage. En effet, les moyens flexibles actuels et prévus par la PPE (hydraulique, thermique, nucléaire, effacements, interconnexions…) apparaissent suffisants pour compenser la variabilité de la production renouvelable et assurer le respect des normes actuelles en matière de sécurité d’approvisionnement (critère réglementaire des trois heures de défaillance en espérance).",150
5708,"Pour autant, la période 2020-2025 apparaît importante pour tester un ensemble de solutions qui deviendront nécessaires à terme dans la perspective d’un système électrique reposant plus fortement sur des énergies renouvelables variables. Ainsi, les dispositifs de stockage par batterie sont susceptibles d’apporter dès maintenant de la valeur sur certains services spécifiques comme le réglage de la fréquence (voir présentation des enjeux dans la partie 1.1). Ils peuvent présenter un intérêt dès les prochaines années du point de vue capacitaire (pointes de consommation) et ultérieurement pour la gestion des flux sur le réseau. De même, l’écrêtement ciblé de la production éolienne par des automates constitue une solution clé pour maîtriser les besoins de renforcement du réseau (principe du « dimensionnement optimal » mis en avant par RTE dans le cadre du",150
5710,SDDR présenté en septembre 2019). L’intégration de ces différentes solutions au système devra faire l’objet de retours d’expérience réguliers au cours des prochaines années afin de valider leur contribution effective au pilotage des flux et au maintien de la sécurité d’alimentation.,151
5712,"Grâce à des coûts de production plus bas que les moyens de production thermiques fossiles dans le reste de l’Europe, la production nucléaire en France est compétitive sur des marchés européens de l’électricité toujours en grande partie composés d’énergie d’origine fossile (charbon et gaz). Cette caractéristique demeure sur la période couverte par le Bilan prévisionnel, même en intégrant un développement important des énergies renouvelables partout en Europe.",151
5713,"Cette conclusion est en ligne avec les analyses précédemment publiées par RTE, notamment dans le rapport d’octobre 2018 sur les échanges d’électricité aux interconnexions, qui abordait spécifiquement la question des débouchés (physiques et économiques) de la production décarbonée",151
5715,"française dans des scénarios de croissance forte de l’éolien et du solaire. Elle est également renforcée par la fermeture programmée des centrales nucléaires allemandes d’ici 2022 (72 TWh en 2018) et annoncée du nucléaire belge (27 TWh en 2018), qui auront une influence significative sur le fonctionnement du système électrique européen interconnecté.",151
5754,"63. Les projections de production nucléaire affichées dans le Bilan prévisionnel correspondent à un résultat moyen des simulations réalisées, sur la base des",151
5755,"arrêts programmés déclarés par EDF, intégrant un allongement des visites décennales tel qu’explicité dans la partie 3.2 (hors aléas spécifiques sur les autres arrêts). Pour les deux dernières années de l’horizon, le Bilan prévisionnel considère une disponibilité basée sur les trois dernières années d’historique.",151
5760,u l’importance du programme de visites décennales des réacteurs avec en particulier les premières « VD 4 » des réacteurs de 900 MW ;,152
5761,"u la probabilité d’arrêts plus fréquents et plus longs hors visites décennales (notamment dans le cadre du programme de « grand carénage », qui ne concerne pas uniquement les « VD 4 »).",152
5762,"Ainsi, les perspectives issues du Bilan prévisionnel conduisent à une production nucléaire annuelle comprise entre 380 TWh et 395 TWh au cours des prochaines années. Ces niveaux sont proches des plus bas historiques enregistrés en 2016 et 2017 et significativement inférieurs aux 415 TWh atteints les années précédentes (et même 430 TWh en 2005).",152
5763,"Enfin, la part du nucléaire dans la production française devrait se contracter, sous l’effet mécanique de la croissance de la production d’origine renouvelable (qui se réduirait à 66 % en 2025, contre 72 % en 2018).",152
5767,"La production des centrales thermiques en France est très dépendante de la performance du nucléaire et des conditions météorologiques : les moyens thermiques constituent en effet des moyens de semi-base ou de pointe, qui sont appelés sur les marchés après les renouvelables et le nucléaire.",152
5768,"Les résultats des simulations conduisent à mettre en avant une perspective de diminution de la production thermique fossile, qui pourrait représenter moins de 5 % de la production française à l’horizon 2025. Ce constat est néanmoins différent pour le charbon, le fioul et le gaz.",152
5770,"La production d’électricité à base de charbon, déjà faible en France, devrait dans un premier temps décroître du fait des conditions de marché, puis disparaître au fur et à mesure de la fermeture effective des centrales annoncée",152
5818,"S’agissant des moyens de production de faible puissance unitaire au fioul, la perspective est également celle d’une érosion progressive, du fait des conditions de marché et de la contraction envisagée du parc de petites installations.",153
5819,La production des centrales à cycle combiné au gaz est amenée à se maintenir voire à progresser avant la mise en service de l’EPR,153
5820,"À l’inverse, plusieurs facteurs concourent à prévoir un maintien voire une augmentation de la production des centrales à cycle combiné au gaz (par rapport au niveau moyen 2016-2018) dans les prochaines années :",153
5821,"u la fermeture progressive des dernières centrales au charbon, qui entraine une augmentation de la production des centrales à cycle combiné au gaz par effet de substitution ;",153
5824,"u l’importance du programme de travaux sur les réacteurs nucléaires, déjà largement mentionnée dans le reste du document, qui devrait conduire à des niveaux de production proches des niveaux minimums observés en 2016, 2017 ou 2019 ;",153
5825,"u la réduction de la capacité totale du parc nucléaire entre 2020 et 2023, correspondant à la période comprise entre la fermeture de Fessenheim et la mise en service de l’EPR.",153
5826,"En fin d’horizon d’étude, l’augmentation de la production renouvelable et la mise en service de l’EPR devraient conduire à des durées de fonctionnement plus faibles que durant la période la plus tendue du point de vue de la sécurité d’approvisionnement (2021-2023).",153
5827,"Ces perspectives sont établies à température de référence et doivent être considérées avec prudence, la production effective des centrales au gaz étant susceptible de varier largement d’une année sur l’autre.",153
5854,"Sur l’horizon étudié par le Bilan prévisionnel, des évolutions significatives sont attendues sur les mix électriques européens, à des rythmes contrastés selon les pays. De manière générale, la part de la production d’origine renouvelable dans la production d’électricité devrait augmenter significativement dans tous les pays.",154
5855,"Par exemple en Belgique et en Allemagne, la part de la production issue des énergies renouvelables et du parc thermique croît mécaniquement dans le mix de production d’électricité, conséquence de la fermeture des parcs nucléaires de ces pays avant 2025. Dans les autres pays européens, tels que l’Espagne, la Grande-Bretagne, l’Italie et la Suisse, la part de la production renouvelable augmente aussi et se substitue à la production thermique fossile.",154
5857,"8.2 La fermeture des centrales au charbon est sans influence sur l’évolution du solde exportateur de la France en électricité, structurellement orienté à la hausse",155
5859,"u dans le même temps, la tendance au déclassement des parcs charbon ainsi qu’à la fermeture de réacteurs nucléaires se confirme en Europe, ce qui tend à retirer du marché européen une partie des moyens de production de base et donc à assurer un espace économique supplémentaire pour la production à faible coût variable (énergies renouvelables et nucléaire). À titre d’exemple, le volume d’exports vers le Benelux et l’Allemagne devrait augmenter sensiblement à partir de 2022, en lien avec les fermetures de centrales nucléaires et au charbon prévues en Allemagne et en Belgique à cet horizon ;",155
5860,"u enfin, le développement des interconnexions favorise les échanges. Le volume d’export de la France vers l’Italie devrait par exemple augmenter significativement avec la mise en service du projet Savoie-Piémont à l’horizon 2020-2021.",155
5861,"Les résultats sur les projections de solde exportateur s’entendent en moyenne sur l’ensemble des scénarios possibles d’aléas. Les volumes d’exports réels pourront varier à la marge autour de cette tendance en fonction de facteurs conjoncturels (disponibilité effective du parc nucléaire, aléas météorologiques, etc.).",155
5862,"La préparation de la fermeture des centrales au charbon a donné lieu, en 2018 et 2019, à un ensemble de discussions préparatoires au cours desquelles de nombreuses questions ont été adressées à RTE. Ces questions portent, de manière large, sur l’influence des fermetures sur le fonctionnement du système électrique.",155
5863,"Le Bilan prévisionnel 2019 confirme que le système électrique français devrait être de plus en plus exportateur, même après la fermeture des dernières centrales au charbon.",155
5864,"Cette croissance du solde exportateur avait déjà été mise en évidence dans les scénarios du Bilan prévisionnel 2017 (en particulier, dans les scénarios Ampère et Volt, proches des orientations du projet de PPE publié début 2019) et avait fait l’objet d’analyses spécifiques, restituées dans un rapport complémentaire au Bilan prévisionnel 201764.",155
5944,La tendance structurelle à la diminution des émissions de CO2 de la production d’électricité en France devrait se prolonger à moyen terme,157
5945,"La baisse des émissions de CO2 actuellement à l’œuvre en France (pour la production d’électricité) est due au moindre fonctionnement des centrales au charbon amorcé en 2018, conséquence d’une évolution des coûts de combustibles et du prix du CO2 sur le marché des quotas plus favorable au gaz.",157
5946,"Malgré la fermeture des réacteurs de Fessenheim, cette tendance baissière devrait se poursuivre au cours des prochaines années, avec la fermeture progressive des dernières centrales au charbon d’ici 2022 et le développement des énergies renouvelables. Ainsi, un niveau moyen (à température normale) de l’ordre de 10 millions de tonnes par an en fin d’horizon est atteignable pour le parc électrique français (hors Corse), ce qui correspond à une division par trois depuis 2010.",157
5949,"Les volumes d’émissions de CO2 dus à la production électricité en France sont aujourd’hui faibles en comparaison de ceux de ses voisins, du fait de la structure du mix et de la prépondérance du nucléaire et de l’hydraulique. En 2018, au périmètre modélisé dans le Bilan prévisionnel, les émissions de CO2 françaises représentent ainsi de l’ordre de 3 % des émissions européennes alors même que le volume de production de la France arrive en deuxième position derrière l’Allemagne.",157
5950,"En Europe, peu de pays (Norvège, Suède, Suisse) présentent des niveaux d’émissions de CO2 aussi faibles (proportionnellement à leur volume de production).",157
5982,"La légère augmentation des émissions envisagée pour 2021-2022 découle de la hausse attendue – à température de référence – de la production des centrales au gaz, au moment où de nombreuses visites décennales seront en cours et conduiront à une plus faible disponibilité du parc nucléaire.",158
5983,"De même que pour les exports présentés dans la partie 8.2, les projections affichées dans le Bilan prévisionnel résultent d’un traitement statistique, et correspondent à la moyenne des résultats obtenus en envisageant un grand nombre de tirages météorologiques (chroniques horaires portant sur des paramètres comme la température, le vent, l’ensoleillement, la pluviométrie, la nébulosité, etc.) et de configurations du système électrique. Elles informent donc sur la tendance structurelle.",158
5984,"Dans la pratique, le niveau effectif des émissions de CO2 dépendra de phénomènes conjoncturels comme les conditions météorologiques ou la disponibilité effective du parc nucléaire",158
5986,"configurations effectivement rencontrées : il ne s’agit plus alors d’un traitement statistique. En pratique, l’évolution des émissions d’une année sur l’autre dépendra fortement d’éléments conjoncturels tels que les conditions météorologiques (notamment température) ou la disponibilité effective du parc nucléaire. La comparaison des valeurs du passé et d’une projection issue d’un traitement statistique (comme présenté figure 8.10) doit ainsi être considérée avec prudence.",158
5987,"À titre d’exemple, dans le cas où les nombreuses quatrièmes visites décennales de réacteurs nucléaires programmées entre 2021 et 2023 seraient complétées par de multiples autres types d’arrêt du parc ou seraient réalisées dans un contexte d’hiver plus froid que la normale, les émissions de CO2 pourraient être plus élevées que celles présentées en figure 8.10. Elles pourraient par exemple atteindre des niveaux supérieurs à 20 MtCO2 (à comparer avec une projection moyenne de 15 MtCO2), même une fois la production à base de charbon mise à l’arrêt.",158
5990,"À moyen terme, la réduction des parcs thermiques et le développement des énergies renouvelables constituent des phénomènes désormais bien engagés. Qu’ils se matérialisent selon le rythme programmé au sein des différents États membres ou plus lentement, ces mouvements conduiront à une réduction des émissions de CO2 en Europe, illustrée par la baisse globale des indicateurs d’intensité carbone de la production en figure 8.11. Cette réduction portera sur des quantités plus importantes qu’en France car la situation initiale est celle d’un mix très carboné dans de nombreux pays européens.",159
5991,"Au niveau structurel, cette tendance à la réduction des émissions devrait être ralentie, mais pas annulée, par la fermeture de réacteurs nucléaires (essentiellement en Allemagne et en Belgique, mais également en Suisse). En effet, les volumes de",159
5992,"production éolienne et solaire prévus dans les différents États sont très importants, et la fermeture des centrales au charbon envisagée en Allemagne a, à elle seule, une influence très importante sur les émissions européennes.",159
5994,"Le caractère très largement décarboné du parc électrique français se traduit évidemment dans la comptabilité nationale des émissions, mais joue également un rôle significatif dans la réduction des émissions à l’échelle européenne. L’export de cette production faiblement carbonée (avec par exemple un solde exportateur de 60 TWh en 2018) permet d’éviter de démarrer des centrales thermiques dans les pays voisins et ainsi de réduire les émissions de CO2 au niveau européen.",159
5995,Figure 8.11 Évolution de l’intensité carbone de la production d’électricité dans les pays modélisés dans le cas de base du Bilan prévisionnel (en gCO2/kWh)65,159
6033,"65. Les données relatives aux émissions observées historiquement et à disposition du public peuvent couvrir différents périmètres (avec/sans production de chaleur, intensité calculée par rapport à la production ou la consommation, etc.) et les méthodologies peuvent en pratique varier selon les pays. Les données prospectives présentées représentent les intensités carbone des pays étudiés dans le Bilan prévisionnel, hors prise en compte de l’interconnexion avec le reste de l’Europe non modélisée, hors zones non interconnectées et hors prise en compte de la production de chaleur.",159
6040,"Sur l’horizon d’étude, même après la fermeture des dernières centrales au charbon, le système électrique français devrait être de plus en plus exportateur. Cette progression structurelle du solde exportateur résulte (i) du développement de la production renouvelable associée au maintien de la capacité nucléaire en France, (ii) de la tendance au déclassement des parcs charbon et à la fermeture de réacteurs nucléaires en Europe et (iii) du développement des interconnexions.",160
6041,"On peut estimer que le volume d’émissions évitées en Europe par ces exports pourrait atteindre de l’ordre de 36 MtCO2 en fin d’horizon, porté par l’augmentation importante de la production renouvelable en France.",160
6043,u que le développement des énergies renouvelables en France avait un effet baissier sur les émissions de CO2 en France et en Europe ;,160
6044,"u que les scénarios de la Programmation pluriannuelle de l’énergie (PPE), ou les scénarios de type Volt et Ampère du Bilan prévisionnel 2017, conduisaient à une diminution des émissions de CO2 pour le système électrique en France mais également dans le reste de l’Europe.",160
6045,"Ces résultats peuvent parfois susciter l’incompréhension de certains commentateurs, qui interprètent les transformations du secteur électrique selon un unique prisme, celui d’une concurrence entre le nucléaire et les énergies renouvelables au niveau national.",160
6046,"Les analyses de RTE positionnent le développement des énergies renouvelables dans une perspective plus vaste, à double niveau : (i) l’échelle du fonctionnement du système électrique (européenne et non nationale) et (ii) le périmètre de prise en compte des émissions (pour lequel il faut intégrer les transferts d’usage prévus vers le secteur de l’électricité).",160
6047,Les éléments ci-dessous permettent de préciser les éléments d’analyse qui attestent de la façon dont le développement de l’éolien et du solaire contribue à éviter des émissions de gaz à effet de serre.,160
6049,"Si les énergies renouvelables sont déployées en substitution à l’énergie nucléaire, il n’existe pas d’effet significatif sur les émissions de gaz à effet de serre. L’éolien et le solaire comme le nucléaire sont des technologies qui n’émettent pas de CO2 lors de la phase de production d’électricité (hors construction des installations et phase amont du cycle du combustible), et conduisent donc à une production d’énergie décarbonée. En intégrant le cycle de vie des matériels, les émissions restent extrêmement faibles pour le nucléaire et l’éolien,",160
6050,Figure 8.12 Effets du système électrique français sur les émissions annuelles de CO2 du mix électrique dans les pays européens modélisés dans le Bilan prévisionnel,160
6066,Les résultats sur les émissions de gaz à effet de serre présentés dans cette édition du Bilan prévisionnel se situent dans la lignée des exercices précédents et des études menées sur la mobilité ou l’hydrogène bas carbone.,160
6069,"et sont légèrement supérieures pour le photovoltaïque66 même si elles restent d’un ordre de grandeur très nettement inférieur aux émissions associées à la combustion de charbon, fioul ou gaz.",161
6070,"Tel n’est pas le cas de figure en France, où le développement de l’éolien et du solaire ne s’est pas réalisé, jusqu’alors, en substitution à l’énergie nucléaire. Entre 2005 et 2019, la capacité de production nucléaire est demeurée identique (63 GW).",161
6071,"Un point est susceptible de perturber la compréhension de ce phénomène : comme évoqué précédemment, une réduction significative de la production annuelle des réacteurs nucléaires a été enregistrée depuis les années 2000, et principalement entre 2005 (production annuelle de 430 TWh) et 2016 (production de 384 TWh, soit une baisse de près de 50 TWh en un peu plus de dix ans). Toutefois cette réduction n’est pas liée au développement de l’éolien et du solaire : elle tient principalement aux performances du parc nucléaire, dont les réacteurs font l’objet d’arrêts plus fréquents et plus longs, notamment dans le cadre du programme du « grand carénage ».",161
6072,"La faculté, pour certains réacteurs nucléaires, de pouvoir moduler leur production constitue de longue date une caractéristique importante du parc français : elle était déjà nécessaire dans les années 1990 et 2000 pour adapter la production au profil de consommation (la France disposant majoritairement de nucléaire dans son mix et moins de centrales au gaz ou au charbon que les pays voisins).",161
6073,"Dans le contexte actuel, il arrive bien que la production des réacteurs nucléaires soit modulée à la baisse en périodes de grande abondance de production renouvelable : ces modulations obéissent à une logique économique (quand les prix de marché sont bas, par exemple certains week-ends et jours fériés) dans le cadre d’une gestion du stock",161
6074,"de productible sur des périodes longues. Il est cependant très rare que la modulation obéisse à une contrainte physique (trop plein d’énergie et saturation des capacités d’export) et que la production associée soit « perdue » : elle est alors simplement reportée, ce qui participe d’une bonne gestion économique.",161
6077,"L’augmentation de la production éolienne et solaire en France se traduit ainsi par une réduction de l’utilisation des moyens de production thermique fossile (au gaz, au charbon et au fioul). Du point de vue des coûts variables, faire fonctionner ces unités est en effet plus onéreux qu’utiliser les moyens de production éoliens, solaires ou hydrauliques (dès lors qu’il existe du productible en vent, rayonnement ou hydraulicité), ou que faire fonctionner les centrales nucléaires existantes.",161
6078,"Cette réduction de l’utilisation des moyens thermiques fossiles se produit en France et dans les pays voisins, car le système électrique fonctionne de manière interconnectée à l’échelle européenne. La France disposant de peu de centrales thermiques – dont certaines (centrales au gaz) sont plutôt récentes et compétitives sur les marchés européens – une partie importante des réductions d’émissions est enregistrée dans les pays voisins, via une augmentation des exports d’électricité et une réduction des imports. C’est ainsi pourquoi la France reste le principal exportateur européen malgré la réduction importante de la production nucléaire depuis les années 2000.",161
6082,"Des émissions évitées par l’éolien et le solaire français estimées à 22 millions de tonnes par an en 2019, en France et dans les pays voisins",162
6083,"Pour obtenir une évaluation des émissions évitées grâce à la production éolienne et solaire en France, RTE a simulé ce que serait le fonctionnement du système électrique actuel sans ces installations. Cette analyse permet de chiffrer les émissions évitées par les filières éolienne et solaire françaises telles qu’aujourd’hui à environ 22 millions de tonnes de CO2 par an sur le périmètre modélisé dans le Bilan prévisionnel (5 millions de tonnes en France et 17 millions de tonnes dans les pays voisins).",162
6084,"Dit autrement, si ces capacités n’avaient pas été développées et avec le reste du parc électrique actuel et inchangé, les moyens thermiques en France et en Europe auraient été davantage sollicités, conduisant à des émissions supplémentaires, notamment via des centrales au charbon et au gaz.",162
6085,Ces résultats battent en brèche une vision réductrice du système électrique où chaque incrément de production éolienne et solaire se ferait au détriment du nucléaire et n’aurait pas d’influence sur les émissions de gaz à effet de serre.,162
6086,Les évaluations portant sur les émissions évitées doivent obéir à un cadre méthodologique clair. Les enjeux associés sont précisés dans l’encadré page suivante.,162
6088,"Les projections réalisées dans le Bilan prévisionnel 2019 confirment que, dans le type de transformation correspondant au projet de PPE, les énergies renouvelables continueront de contribuer à éviter des émissions. Par ailleurs, la croissance des productions éolienne et solaire envisagée par la PPE est plus rapide que la réduction de la production nucléaire. À condition que ces trajectoires soient effectivement tenues, les performances du système électrique en France en matière d’émissions de CO2 et sa contribution à la réduction des émissions à l’échelle européenne devraient croître.",162
6089,"Les études complémentaires sur les échanges d’électricité publiées en 2018 ont souligné que le potentiel d’export était loin d’être saturé, mais que les conditions économiques (prix de l’électricité et viabilité économique des différentes filières) étaient à vérifier.",162
6090,"À moyen terme, l’atteinte des objectifs publics de croissance de production décarbonée en France permettra de réduire encore les émissions de gaz à effet de serre, soit dans les pays voisins via la hausse des exports et le moindre recours aux centrales thermiques situées dans ces pays, soit en France via des transferts d’usages vers l’électricité.",162
6094,"L’évaluation des émissions de CO2 est un sujet parfois polémique. Différentes évaluations circulent dans le débat, fondées sur des méthodes parfois peu transparentes. Quelle que soit la méthodologie retenue, RTE considère que plusieurs principes doivent guider cette évaluation :",163
6095,"u il est nécessaire de considérer le système européen ou du moins les voisins directs de la France : il n’est pas possible de comprendre le fonctionnement des différents moyens de production en France sans tenir compte des pays voisins, car le système fonctionne de manière interconnectée ;",163
6096,"u il n’est pas possible de se fonder uniquement sur une observation des corrélations entre éolien/solaire et exports, qui ne donnent pas de résultats probants si l’analyse n’intègre pas des variables explicatives aussi importantes que la température, la production effective du parc nucléaire ou la production éolienne dans un pays comme l’Allemagne, etc.",163
6097,"Ainsi, seule une approche propre, conduisant à simuler le système européen avec et sans une filière de production donnée, permet d’obtenir un résultat satisfaisant. C’est ce que permet le modèle utilisé pour le Bilan prévisionnel (voir la description des enjeux européens présentée dans la partie 4).",163
6099,"u ce type d’analyse, qui suppose de raisonner à parc électrique donné, est valable pour des volumes réduits (quelques dizaines de térawattheures tout au plus). On peut en effet penser que, si la décision de développer l’éolien et le solaire n’avait pas été prise en France, d’autres moyens de production auraient été construits ou maintenus en fonctionnement ;",163
6100,"u reconstituer la programmation des arrêts nucléaires, ou de la gestion des stocks hydrauliques, est une tâche difficile, à laquelle les modèles – même les plus sophistiqués – ne donnent que des réponses approchées faute de pouvoir simuler l’ensemble des contraintes (gestion combinée par vallée hydraulique, prise en compte de l’incertitude, stratégie des acteurs) ;",163
6101,"u ce type de calcul permet d’évaluer les émissions évitées par le seul développement des capacités éoliennes et solaires, et non les réductions d’émissions liées à d’autres évolutions du secteur au cours des dernières années (évolution des prix des combustibles et du prix du CO2 sur le marché ETS, déclassement de certaines centrales, etc.).",163
6105,"Malgré une importance croissante de la filière éolienne, l’équilibre offre- demande lors des pics de consommation est aujourd’hui en grande partie assuré par les moyens pilotables",164
6106,"Depuis 2014, la pointe journalière de consommation, généralement à 19 h en hiver, atteint en moyenne 80 GW lors des jours ouvrés de janvier. Lors des pointes journalières moyennes, environ 90 % des besoins de consommation sont couverts par les moyens de production pilotables (nucléaire, thermique à flamme et hydraulique modulable), contre 6 % par la filière éolienne.",164
6107,"Dans un contexte de transition énergétique, le taux de couverture de la pointe par l’éolien progresse d’année en année. Ce taux est conjoncturellement voué à augmenter au fil des années avec la poursuite du développement de la filière éolienne terrestre (+ 12 GW entre 2018 et 2025) et la mise en service des premiers parcs éoliens en mer (3 GW d’ici 2025). Ainsi, le taux de couverture de la pointe journalière par l’éolien pourrait dépasser 10 % en moyenne en 2025. À cet horizon, la contribution moyenne de la",164
6108,"Les analyses de sécurité d’approvisionnement menées par RTE reposent sur une approche probabiliste et non déterministe. Cela signifie que RTE ne considère aucune « capacité garantie » pour l’éolien ou le solaire (le chiffre de 10 % parfois repris sur les réseaux sociaux n’a pas de sens dans le cadre du Bilan prévisionnel). Le Bilan prévisionnel est fondé sur un ensemble de chroniques météorologiques, dont certaines prévoient par exemple une production éolienne très faible sur certains pas de temps, y compris en hiver. « L’espérance de défaillance » déterminée en respect du cadre réglementaire correspond donc à une valeur statistique représentative des lois de probabilité considérées pour les différents aléas et paramètres affectant le fonctionnement du système électrique.",164
6109,"Les éléments présentés ci-dessous sont issus de ce type d’étude. Ils montrent que si les moyens pilotables demeurent la majorité de ceux qui permettent le « passage » des pointes de consommation, celles-ci reposent déjà aujourd’hui – et encore davantage demain – sur la contribution statistique d’autres filières comme la filière éolienne.",164
6127,"filière représenterait alors environ 10 GW pendant les pointes journalières de consommation de janvier, soit près du double de l’apport actuel.",165
6129,"Depuis 2014, la France exporte près de 4 GW en moyenne lors des pics journaliers de consommation de janvier à 19 h (en jours ouvrés).",165
6130,Ce constat ne doit toutefois pas masquer le fait que la position (importatrice ou exportatrice) de la France vis-à-vis de ses voisins dépend fortement de la disponibilité du parc nucléaire français et des conditions climatiques. Ainsi :,165
6131,"u sur quatre des six derniers mois de janvier depuis 2014, la France a présenté un solde exportateur lors d’au moins 90 % des pointes de consommation à 19 h (en jours ouvrés) ;",165
6132,"u en revanche, en janvier 2017 et 2019, la France a présenté un solde exportateur pour seulement un quart des pointes de consommation à 19 h (en jours ouvrés). Ces deux situations récentes s’expliquent principalement par des niveaux de consommation élevés, conséquence de températures relativement basses, auxquelles s’ajoute une baisse des productions nucléaire, éolienne et hydraulique.",165
6133,"Dans les analyses du Bilan prévisionnel, illustrées par la figure 8.15, lors des pointes journalières de consommation de janvier 2021, la probabilité que la France présente un solde exportateur est de l’ordre de 75 %. Avec les fermetures annoncées de la centrale nucléaire de Fessenheim et des centrales au charbon, le volume d’export moyen lors des pics de consommation journaliers de janvier devrait cependant se réduire à moyen terme à hauteur d’environ 3 GW.",165
6134,La variabilité du solde exportateur français illustre l’impact de la disponibilité du parc nucléaire et des conditions climatiques sur la balance commerciale française :,165
6137,"u à l’inverse, dans les conditions les plus défavorables similaires à 2017 et 2019, la France pourrait importer ponctuellement plus de 10 GW.",165
6138,"L’analyse des échanges par frontière fait ressortir des tendances différentes selon les pays. Même lors des pointes de consommation en France, l’Italie et la Suisse sont, dans la plupart des situations étudiées, importatrices depuis la France tandis qu’à l’inverse, l’Espagne exporte fréquemment entre 0,5 GW et 2 GW vers la France. En revanche, le solde des échanges de la France vers la zone CWE et vers la GrandeBretagne varie dans les deux sens, aussi bien en import qu’en export.",165
6139,Figure 8.14 Mix de production et échanges moyens à 19 h en janvier (en jours ouvrés) Cas de base – 2021,165
6161,Figure 8.15 Distribution statistique de volumes d’échanges moyens67 en janvier à 19 h (en jours ouvrés) – Cas de base – 2021,166
6187,"67. Afin de « lisser » la variabilité du solde exportateur, chaque donnée ici représentée correspond à une moyenne sur un intervalle, par exemple entre 50 et",166
6188,"60 %. Dans des situations peu fréquentes (i.e. proches des extrêmes 0 % et 100 %), les exports ou imports français peuvent toutefois atteindre des valeurs notablement plus élevées, jusqu’à dépasser 15 GW.",166
6189,"68. Les points de janvier 2014 à 2019 se rapportent à des échanges moyens pour des conditions historiques réalisées (température et disponibilité nucléaire), mais ne correspondent pas nécessairement à l’exacte répartition des échanges par pays ici projetée.",166
6192,L’étude du passage des pointes de consommation « en moyenne » ne doit pas occulter l’importance de la contribution de la filière éolienne lors d’épisodes de tension,167
6194,"Dans l’édition 2018 du Bilan prévisionnel, RTE a montré que la tenue des trajectoires de développement des énergies renouvelables ne constituait pas uniquement un enjeu de « verdissement » du mix, mais était également nécessaire pour la sécurité d’approvisionnement. Ce constat demeure : la situation tendue analysée dans le Bilan prévisionnel 2019 nécessite que les trajectoires annoncées soient effectivement tenues sur l’éolien (terrestre et en mer), et requiert une accélération forte pour la filière solaire.",167
6195,"À titre d’exemple, le mix de production du 28 février 2018 illustre la contribution de l’éolien terrestre à la sécurité d’approvisionnement, dans une situation présentant une forte consommation (troisième pointe de consommation annuelle la plus haute en France) et une disponibilité nucléaire réduite (sept réacteurs indisponibles). Le facteur de charge éolien très important, de l’ordre de 45 % le matin et 75 % le soir, a permis d’assurer l’équilibre entre l’offre",167
6196,"et la demande. La situation, bien que tendue, n’a pas été proche du blackout, ni même de la mise en œuvre de délestages : elle n’a nécessité l’activation d’aucun levier post marché.",167
6197,"Ce type de configuration n’est cependant pas généralisable. La disponibilité de l’éolien sur les périodes hivernales n’est pas garantie sur toutes les pointes de consommation : il existe en effet, symétriquement, des périodes où la contribution de l’éolien est très faible, avec des facteurs de charge significativement en dessous de 10 %. La situation observée le 28 février 2018 illustre néanmoins le fait que dans certains cas, la production de cette filière à la pointe peut être significative et utile à la sécurité d’approvisionnement.",167
6198,La modélisation utilisée dans le Bilan prévisionnel permet de représenter des épisodes de vent faible (comme de forte production) sur la base d’une modélisation climatique très détaillée.,167
6222,"Lors d’épisode de forte tension du système, les interconnexions et les capacités situées dans les pays voisins apportent aussi une contribution importante à l’équilibre électrique en France",168
6223,"En 2019, les situations où la France s’est retrouvée importatrice nette ont représenté 650 heures (soit 7 % du temps) ; cette année-là, la puissance maximale d’import a été atteinte le 19 novembre à 8 h (9,4 GW). Le caractère fortement exportateur de la France et la faible occurrence des situations d’imports nets ne doit donc pas conduire à sous- estimer l’importance des capacités d’import pour la sécurité d’alimentation en France.",168
