,section_title,text,file,processed_text
2241,Classification des ouvrages types,"La classification suivante est utilisée, notamment pour les études de structure du réseau, bien qu’elle présente l’inconvénient de ne pas distinguer de manière claire la fonction du poste et le schéma.",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Classification des ouvrages types
La classification suivante est utilisée, notamment pour les études de structure du réseau, bien qu’elle présente l’inconvénient de ne pas distinguer de manière claire la fonction du poste et le schéma."
2242,Classification des ouvrages types,![Schéma des différents types de postes HTB du réseau de transport](&F64),DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Classification des ouvrages types
![Schéma des différents types de postes HTB du réseau de transport](&F64)"
2243,Classification des ouvrages types,"L’ensemble des installations à réaliser dans le cadre d’un poste peut dépasser sensiblement celui défini dans la classification ci-dessus. C’est ainsi que l’on peut trouver dans une même enceinte des postes de classifications différentes avec toutes les combinaisons nécessaires, compte tenu des conditions techniques et géographiques.",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Classification des ouvrages types
L’ensemble des installations à réaliser dans le cadre d’un poste peut dépasser sensiblement celui défini dans la classification ci-dessus. C’est ainsi que l’on peut trouver dans une même enceinte des postes de classifications différentes avec toutes les combinaisons nécessaires, compte tenu des conditions techniques et géographiques."
2244,Classification des ouvrages types,"|Type de Poste		| Fonction	|
|:-----------------:|:----------|
|Poste O			|Poste d’interconnexion à 400 kV assurant le regroupement des puissances appelées|
|Poste A			|Poste de transformation 400/225 kV. Il constitue le regroupement en transformation des puissances appelées|
|Poste F			|Poste de transformation 400/90 kV ou 400/63 kV qui assure l’alimentation des réseaux 90 ou 63 kV|
|Poste B			|Poste 225 kV assurant le regroupement des puissances appelées|
|Poste S			|Poste de transformation 225/90 kV ou 225/63 kV qui assure l’alimentation des réseaux 90 ou 63 kV (dans ce type de postes, l’alimentation des réseaux HTA peut-être réalisée par des TR225 kV/HTA, 90 kV/HTA et 63 kV/HTA)|
|Poste D			|Poste de transformation 225 kV/HTA à puissance garantie destiné à l’alimentation des réseaux HTA (solution abandonnée en ouvrage neuf)|
|Poste C			|Poste de transformation 225 kV/HTA à puissance non garantie|
|Poste Source		|Poste de transformation 63 kV/HTA ou 90 kV/HTA ou 225 kV/HTA destiné à l’alimentation des réseaux de distribution|
|Poste c			|Poste à 225, 63 ou 90 kV destiné à l’alimentation de clients reliés directement à ces tensions|
|Poste de soutirage |Poste à 400 kV de soutirage de centrales|",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Classification des ouvrages types
|Type de Poste		| Fonction	|
|:-----------------:|:----------|
|Poste O			|Poste d’interconnexion à 400 kV assurant le regroupement des puissances appelées|
|Poste A			|Poste de transformation 400/225 kV. Il constitue le regroupement en transformation des puissances appelées|
|Poste F			|Poste de transformation 400/90 kV ou 400/63 kV qui assure l’alimentation des réseaux 90 ou 63 kV|
|Poste B			|Poste 225 kV assurant le regroupement des puissances appelées|
|Poste S			|Poste de transformation 225/90 kV ou 225/63 kV qui assure l’alimentation des réseaux 90 ou 63 kV (dans ce type de postes, l’alimentation des réseaux HTA peut-être réalisée par des TR225 kV/HTA, 90 kV/HTA et 63 kV/HTA)|
|Poste D			|Poste de transformation 225 kV/HTA à puissance garantie destiné à l’alimentation des réseaux HTA (solution abandonnée en ouvrage neuf)|
|Poste C			|Poste de transformation 225 kV/HTA à puissance non garantie|
|Poste Source		|Poste de transformation 63 kV/HTA ou 90 kV/HTA ou 225 kV/HTA destiné à l’alimentation des réseaux de distribution|
|Poste c			|Poste à 225, 63 ou 90 kV destiné à l’alimentation de clients reliés directement à ces tensions|
|Poste de soutirage |Poste à 400 kV de soutirage de centrales|"
2245,Postes aériens,"La plupart des postes sont des postes dits _ouverts_ ou _aériens_, leurs installations à haute tension sont à l’air libre. L’isolement vis-à-vis de la tension étant assuré par l’air lui-même et les installations étant exposées aux agents atmosphériques (pluie, brouillard, pollution), les distances de sécurité, et donc la surface du poste, deviennent importantes. Cependant il peut être nécessaire, dans certaines situations, de construire des postes à encombrement réduit. C’est notamment le cas lorsque l’on rencontre des contraintes de surface (ou de prix) du terrain disponible, des problèmes d’environnement (urbanisme) ou de pollution atmosphérique (industrielle, marine,...).",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Postes aériens
La plupart des postes sont des postes dits _ouverts_ ou _aériens_, leurs installations à haute tension sont à l’air libre. L’isolement vis-à-vis de la tension étant assuré par l’air lui-même et les installations étant exposées aux agents atmosphériques (pluie, brouillard, pollution), les distances de sécurité, et donc la surface du poste, deviennent importantes. Cependant il peut être nécessaire, dans certaines situations, de construire des postes à encombrement réduit. C’est notamment le cas lorsque l’on rencontre des contraintes de surface (ou de prix) du terrain disponible, des problèmes d’environnement (urbanisme) ou de pollution atmosphérique (industrielle, marine,...)."
2246,Postes en technique blindée,"La technique la plus répandue pour réduire l’encombrement est celle du poste sous enveloppe métallique (PSEM) encore appelé poste en technique blindée. L’isolement électrique y est, dans presque tous les cas, réalisé grâce à un milieu d’hexafluorure de soufre (SF6) sous pression possédant de très bonnes propriétés diélectriques.",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Postes en technique blindée
La technique la plus répandue pour réduire l’encombrement est celle du poste sous enveloppe métallique (PSEM) encore appelé poste en technique blindée. L’isolement électrique y est, dans presque tous les cas, réalisé grâce à un milieu d’hexafluorure de soufre (SF6) sous pression possédant de très bonnes propriétés diélectriques."
2247,Postes en technique blindée,"L’avantage principal de ces postes par rapport à ceux réalisés à l’air libre est le gain de place sur les installations à haute ou très haute tension qui peut atteindre un rapport de 6 à 10.
L’inconvénient majeur d’un PSEM reste son coût. Par ailleurs le prix du terrain dans les zones fortement urbanisées peut constituer un élément de poids. II existe aussi des impossibilités techniques (aucun terrain de taille suffisante) qui peuvent imposer une technique blindée.",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Postes en technique blindée
L’avantage principal de ces postes par rapport à ceux réalisés à l’air libre est le gain de place sur les installations à haute ou très haute tension qui peut atteindre un rapport de 6 à 10.
L’inconvénient majeur d’un PSEM reste son coût. Par ailleurs le prix du terrain dans les zones fortement urbanisées peut constituer un élément de poids. II existe aussi des impossibilités techniques (aucun terrain de taille suffisante) qui peuvent imposer une technique blindée."
2248,Postes en technique blindée,Un élément supplémentaire est le mode de raccordement par liaisons aériennes ou par câbles souterrains.,DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Postes en technique blindée
Un élément supplémentaire est le mode de raccordement par liaisons aériennes ou par câbles souterrains."
2249,Postes en technique blindée,"II convient également de noter que le temps d’indisponibilité de même que le temps de reprise en cas de défaillance peuvent être beaucoup plus longs que pour les postes ouverts. Pour autant, cette distinction ne se retrouve pas dans [les taux normatifs des ouvrages](&A56).",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Postes en technique blindée
II convient également de noter que le temps d’indisponibilité de même que le temps de reprise en cas de défaillance peuvent être beaucoup plus longs que pour les postes ouverts. Pour autant, cette distinction ne se retrouve pas dans [les taux normatifs des ouvrages](&A56)."
2250,Postes en bâtiment,"Les postes construits en bâtiment présentent l’avantage de permettre une bonne insertion en milieu urbain mais ils sont également réalisés dans des zones à forte pollution ou à conditions climatiques contraignantes. Leur encombrement est réduit par rapport aux postes aériens, cependant leur coût de construction est plus élevé que ces derniers.",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Postes en bâtiment
Les postes construits en bâtiment présentent l’avantage de permettre une bonne insertion en milieu urbain mais ils sont également réalisés dans des zones à forte pollution ou à conditions climatiques contraignantes. Leur encombrement est réduit par rapport aux postes aériens, cependant leur coût de construction est plus élevé que ces derniers."
2251,Critères de choix de la technologie d'un poste,"Pour toute création de poste neuf ou de renouvellement d'ouvrage existant, il est nécessaire de mener une étude respectant la priorisation suivante :",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Critères de choix de la technologie d'un poste
Pour toute création de poste neuf ou de renouvellement d'ouvrage existant, il est nécessaire de mener une étude respectant la priorisation suivante :"
2252,Critères de choix de la technologie d'un poste,"1. Définir la structure de poste minimale
2. Privilégier la technologie de poste aérien
3. Etudier les technologies à impact envrionnemental réduit",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Critères de choix de la technologie d'un poste
1. Définir la structure de poste minimale
2. Privilégier la technologie de poste aérien
3. Etudier les technologies à impact envrionnemental réduit"
2253,Critères de choix de la technologie d'un poste,Les critères orientant la décision sont définis [dans cette note](&D65).,DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Critères de choix de la technologie d'un poste
Les critères orientant la décision sont définis [dans cette note](&D65)."
2254,Tenue aux contraintes ICC du matériel,La tenue aux contraintes de court-circuit du matériel est fournie dans [ce recueil](&D117).,DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Tenue aux contraintes ICC du matériel
La tenue aux contraintes de court-circuit du matériel est fournie dans [ce recueil](&D117)."
2255,Tenue aux contraintes thermiques du matériel,La tenue aux contraintes thermiques du matériel est fournie dans [ce recueil](&D18).,DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Tenue aux contraintes thermiques du matériel
La tenue aux contraintes thermiques du matériel est fournie dans [ce recueil](&D18)."
2256,Contraintes d'implantation,Les dimensions des structures types de postes électriques sont données dans les [Dispositions Types Postes (DTP)](&E7).,DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Contraintes d'implantation
Les dimensions des structures types de postes électriques sont données dans les [Dispositions Types Postes (DTP)](&E7)."
2257,Raccordement du poste au réseau de télécom,"Lors de la création d'un poste électrique, il est nécessaire de prévoir son raccordement au réseau de télécommunication général.",DODER_solutions_caracteristiques_techniques_postes.md,"Fichier: DODER_solutions_caracteristiques_techniques_postes.md
Titre: Raccordement du poste au réseau de télécom
Lors de la création d'un poste électrique, il est nécessaire de prévoir son raccordement au réseau de télécommunication général."
2258,Principe,﻿# Caractéristiques techniques des transformateurs déphaseurs (TD),DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Principe
﻿# Caractéristiques techniques des transformateurs déphaseurs (TD)"
2259,Principe,Le transformateur déphaseur est un appareil qui permet de réguler les flux de puissance dans un réseau où plusieurs ouvrages sont en parallèle.,DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Principe
Le transformateur déphaseur est un appareil qui permet de réguler les flux de puissance dans un réseau où plusieurs ouvrages sont en parallèle."
2260,Principe,"Le transformateur déphaseur est généralement installé [dans un des postes d’extrémité d'une liaison](&A85), selon le schéma unifilaire ci-après.",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Principe
Le transformateur déphaseur est généralement installé [dans un des postes d’extrémité d'une liaison](&A85), selon le schéma unifilaire ci-après."
2261,Principe,![Schéma unifilaire d'un transformateur déphaseur sur une liaison](&F65),DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Principe
![Schéma unifilaire d'un transformateur déphaseur sur une liaison](&F65)"
2262,Principe,Le transformateur déphaseur est assimilable à un transformateur classique de rapport de transformation complexe :,DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Principe
Le transformateur déphaseur est assimilable à un transformateur classique de rapport de transformation complexe :"
2263,Principe,M = m . exp(jα),DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Principe
M = m . exp(jα)"
2264,Principe,"> | Symbole	| Description 														|
|:---------:|:------------------------------------------------------------------|
|m      	|rapport entre le module des tensions aval et amont (proche de 1)	|
|α			|déphasage entre les tensions aval et amont							|",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Principe
> | Symbole	| Description 														|
|:---------:|:------------------------------------------------------------------|
|m      	|rapport entre le module des tensions aval et amont (proche de 1)	|
|α			|déphasage entre les tensions aval et amont							|"
2265,Réalisation technologique du déphasage,"Le transformateur déphaseur est constitué de 2 transformateurs :
* un _transformateur série_ qui insère la tension série et produit le déphasage souhaité
* un _transformateur shunt_ qui sert à l'alimentation en puissance du transformateur série",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Réalisation technologique du déphasage
Le transformateur déphaseur est constitué de 2 transformateurs :
* un _transformateur série_ qui insère la tension série et produit le déphasage souhaité
* un _transformateur shunt_ qui sert à l'alimentation en puissance du transformateur série"
2266,Réalisation technologique du déphasage,"Il existe 2 catégories de transformateurs déphaseurs :
* ceux qui insèrent une tension série en quadrature avec la tension du réseau et qui est réservée aux petits angles de déphasage (déphasage inférieur à ~10°)
* ceux qui conservent les modules des tensions réseaux pour les angles de déphasages plus élevés",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Réalisation technologique du déphasage
Il existe 2 catégories de transformateurs déphaseurs :
* ceux qui insèrent une tension série en quadrature avec la tension du réseau et qui est réservée aux petits angles de déphasage (déphasage inférieur à ~10°)
* ceux qui conservent les modules des tensions réseaux pour les angles de déphasages plus élevés"
2267,Formule pour le dimensionnement des transformateurs déphaseurs,"Le déphasage produit par un transformateur déphaseur comprend 2 composantes :
* Le déphasage à vide (α0) est celui obtenu aux bornes du transformateur déphaseur lorsqu'il n'est parcouru par aucun courant. La valeur du déphasage α0 est obtenue par le choix des rapports de transformation des transformateurs shunt et série.
* Le déphasage en charge δ est celui obtenu lorsque le transformateur est traversé par le courant de la liaison. C'est la réactance de fuite du transformateur déphaseur qui crée un écart entre les déphasages à vide et en charge.",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Formule pour le dimensionnement des transformateurs déphaseurs
Le déphasage produit par un transformateur déphaseur comprend 2 composantes :
* Le déphasage à vide (α0) est celui obtenu aux bornes du transformateur déphaseur lorsqu'il n'est parcouru par aucun courant. La valeur du déphasage α0 est obtenue par le choix des rapports de transformation des transformateurs shunt et série.
* Le déphasage en charge δ est celui obtenu lorsque le transformateur est traversé par le courant de la liaison. C'est la réactance de fuite du transformateur déphaseur qui crée un écart entre les déphasages à vide et en charge."
2268,Formule pour le dimensionnement des transformateurs déphaseurs,"Lorsqu'un transformateur déphaseur est utilisé pour réduire les transits sur la liaison où il est installé, la réactance de fuite contribue aussi à la réduction du transit et on a un déphasage en charge plus élevé que le déphasage à vide (résultat inverse si le transformateur déphaseur accroît les transits).",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Formule pour le dimensionnement des transformateurs déphaseurs
Lorsqu'un transformateur déphaseur est utilisé pour réduire les transits sur la liaison où il est installé, la réactance de fuite contribue aussi à la réduction du transit et on a un déphasage en charge plus élevé que le déphasage à vide (résultat inverse si le transformateur déphaseur accroît les transits)."
2269,Formule pour le dimensionnement des transformateurs déphaseurs,![Déphasage produit par un transformateur déphaseur](&F66),DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Formule pour le dimensionnement des transformateurs déphaseurs
![Déphasage produit par un transformateur déphaseur](&F66)"
2270,Formule pour le dimensionnement des transformateurs déphaseurs,Les formules utiles au dimensionnement des transformateurs déphaseurs réduisant le transit sont définies par :,DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Formule pour le dimensionnement des transformateurs déphaseurs
Les formules utiles au dimensionnement des transformateurs déphaseurs réduisant le transit sont définies par :"
2271,Formule pour le dimensionnement des transformateurs déphaseurs,"Utd  = 2 . Un . sin(δ/2) / (1 + xtd%)
	Std  = √3 . Utd . Imax
	Xtd  = xtd% . Utd² / Std
	sin(α0/2) = sin(δ/2) / (1 + xtd%)",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Formule pour le dimensionnement des transformateurs déphaseurs
Utd  = 2 . Un . sin(δ/2) / (1 + xtd%)
	Std  = √3 . Utd . Imax
	Xtd  = xtd% . Utd² / Std
	sin(α0/2) = sin(δ/2) / (1 + xtd%)"
2272,Formule pour le dimensionnement des transformateurs déphaseurs,"> | Symbole   | Description																			|
|:---------:|:--------------------------------------------------------------------------------------|
|Un      	|tension nominale du réseau 															|
|Imax		|courant maximal admissible en régime permanent pour la liaison où est insérée le TD	|
|xtd%		|réactance de fuite du transformateur déphaseur en % (valeur typique : 25%) 			|
|α0			|déphasage à vide du transformateur déphaseur 											|
|δ			|déphasage en charge du transformateur déphaseur										|
|Std		|puissance apparente du transformateur déphaseur										|
|Utd		|tension série du transformateur déphaseur (tension composée)							|",DODER_solutions_caracteristiques_techniques_td.md,"Fichier: DODER_solutions_caracteristiques_techniques_td.md
Titre: Formule pour le dimensionnement des transformateurs déphaseurs
> | Symbole   | Description																			|
|:---------:|:--------------------------------------------------------------------------------------|
|Un      	|tension nominale du réseau 															|
|Imax		|courant maximal admissible en régime permanent pour la liaison où est insérée le TD	|
|xtd%		|réactance de fuite du transformateur déphaseur en % (valeur typique : 25%) 			|
|α0			|déphasage à vide du transformateur déphaseur 											|
|δ			|déphasage en charge du transformateur déphaseur										|
|Std		|puissance apparente du transformateur déphaseur										|
|Utd		|tension série du transformateur déphaseur (tension composée)							|"
2273,Limites physiques des transits maximums dans les transformateurs en exploitation,﻿# Caractéristiques techniques des transformateurs de puissance,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Limites physiques des transits maximums dans les transformateurs en exploitation
﻿# Caractéristiques techniques des transformateurs de puissance"
2274,Limites physiques des transits maximums dans les transformateurs en exploitation,"Les transits admissibles dans les transformateurs sont limités par les phénomènes physiques suivants :
* l’échauffement des tôles magnétiques (""Pertes fer"") 
* l’échauffement des enroulements par effet Joule et par courants de Foucault (""Pertes cuivre"")",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Limites physiques des transits maximums dans les transformateurs en exploitation
Les transits admissibles dans les transformateurs sont limités par les phénomènes physiques suivants :
* l’échauffement des tôles magnétiques (""Pertes fer"") 
* l’échauffement des enroulements par effet Joule et par courants de Foucault (""Pertes cuivre"")"
2275,Limites physiques des transits maximums dans les transformateurs en exploitation,"De façon à éviter un vieillissement trop important, les appareils sont conçus de manière à ce que le courant nominal _In_ n’entraîne pas un échauffement tel que la température du point le plus chaud du cuivre (_TPC_) dépasse 95°C (dans des conditions de refroidissement normal et pour une température extérieure de 20°C). On estime que le vieillissement du transformateur double chaque fois que la température augmente de 6°C. Au-dessus de 140°C pour le point le plus chaud du cuivre, il existe un risque inacceptable de détérioration rapide de l’isolation.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Limites physiques des transits maximums dans les transformateurs en exploitation
De façon à éviter un vieillissement trop important, les appareils sont conçus de manière à ce que le courant nominal _In_ n’entraîne pas un échauffement tel que la température du point le plus chaud du cuivre (_TPC_) dépasse 95°C (dans des conditions de refroidissement normal et pour une température extérieure de 20°C). On estime que le vieillissement du transformateur double chaque fois que la température augmente de 6°C. Au-dessus de 140°C pour le point le plus chaud du cuivre, il existe un risque inacceptable de détérioration rapide de l’isolation."
2276,Limites physiques des transits maximums dans les transformateurs en exploitation,"Compte tenu des échauffements et de l’inertie thermique du cuivre, de l’huile et du système de refroidissement, il a été montré que l’on pouvait accepter des courants supérieurs au courant nominal pendant des durées limitées.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Limites physiques des transits maximums dans les transformateurs en exploitation
Compte tenu des échauffements et de l’inertie thermique du cuivre, de l’huile et du système de refroidissement, il a été montré que l’on pouvait accepter des courants supérieurs au courant nominal pendant des durées limitées."
2277,Limites de transit en exploitation pour les transformateurs,Les transformateurs THT/THT et THT/HT sont équipés de protections pour limiter automatiquement les surcharges en provoquant le déclenchement du transformateur à l’échéance d’une temporisation dont la valeur dépend du niveau de la surcharge atteinte.,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Limites de transit en exploitation pour les transformateurs
Les transformateurs THT/THT et THT/HT sont équipés de protections pour limiter automatiquement les surcharges en provoquant le déclenchement du transformateur à l’échéance d’une temporisation dont la valeur dépend du niveau de la surcharge atteinte."
2278,Limites de transit en exploitation pour les transformateurs,"Les transformateurs THT/HTA et HT/HTA bénéficient généralement des mêmes capacités de surcharge, mais ne sont pas équipés de protections assurant le déclenchement en cas de dépassement de ces seuils.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Limites de transit en exploitation pour les transformateurs
Les transformateurs THT/HTA et HT/HTA bénéficient généralement des mêmes capacités de surcharge, mais ne sont pas équipés de protections assurant le déclenchement en cas de dépassement de ces seuils."
2279,Réglages en exploitation,Le schéma suivant résume les réglages utilisés en exploitation :,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Réglages en exploitation
Le schéma suivant résume les réglages utilisés en exploitation :"
2280,Réglages en exploitation,![Réglage des protection de surcharge des transformateurs de puissance](&F67),DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Réglages en exploitation
![Réglage des protection de surcharge des transformateurs de puissance](&F67)"
2281,Réglages en exploitation,"Il convient de prendre garde à la définition retenue pour les régimes de fonctionnement (seuils haut et bas) : la surcharge acceptable pendant 20 minutes (""IS20"" : 1,5 In) correspond au seuil de démarrage d’une temporisation 5 minutes.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Réglages en exploitation
Il convient de prendre garde à la définition retenue pour les régimes de fonctionnement (seuils haut et bas) : la surcharge acceptable pendant 20 minutes (""IS20"" : 1,5 In) correspond au seuil de démarrage d’une temporisation 5 minutes."
2282,Réglages en exploitation,"Remarques :
* Il a été instauré le seuil 1,35 In pour les périodes où la température est exceptionnellement basse. Ces conditions conduisent à accepter des risques d’alarme Buchholz et de blocage régleur. Ce seuil est l’équivalent du régime ""Hiver 2"" des lignes aériennes et n’est pas pris en compte en planification.
* Les protections de surcharge des anciens autotransformateurs de 300 MVA (appareils approvisionnés de 1957 à 1966) et de certains transformateurs particuliers (en général, des appareils anciens et non normalisés) sont réglées différemment des autres appareils à primaire THT :
	* Pour les anciens transformateurs de 300 MVA (1957 à 1966) :
		* 20 mn : 1,15 In en hiver et 1,1 In en été
		* 5 mn : 1,4 In
	* Pour les transformateurs de 300 MVA plus récents (approvisionnés de 1967 à 1977), les réglages sont identiques aux appareils de 600 MVA depuis 1988.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Réglages en exploitation
Remarques :
* Il a été instauré le seuil 1,35 In pour les périodes où la température est exceptionnellement basse. Ces conditions conduisent à accepter des risques d’alarme Buchholz et de blocage régleur. Ce seuil est l’équivalent du régime ""Hiver 2"" des lignes aériennes et n’est pas pris en compte en planification.
* Les protections de surcharge des anciens autotransformateurs de 300 MVA (appareils approvisionnés de 1957 à 1966) et de certains transformateurs particuliers (en général, des appareils anciens et non normalisés) sont réglées différemment des autres appareils à primaire THT :
	* Pour les anciens transformateurs de 300 MVA (1957 à 1966) :
		* 20 mn : 1,15 In en hiver et 1,1 In en été
		* 5 mn : 1,4 In
	* Pour les transformateurs de 300 MVA plus récents (approvisionnés de 1967 à 1977), les réglages sont identiques aux appareils de 600 MVA depuis 1988."
2283,Régime de secours (Is),"C’est un régime de surcharge admissible sans limitation de durée (éventuellement plusieurs semaines) à condition que son utilisation reste suffisamment limitée dans la vie du transformateur, par exemple : accroissement de charge, consignation particulière, etc.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime de secours (Is)
C’est un régime de surcharge admissible sans limitation de durée (éventuellement plusieurs semaines) à condition que son utilisation reste suffisamment limitée dans la vie du transformateur, par exemple : accroissement de charge, consignation particulière, etc."
2284,Régime de secours (Is),Une surcharge durable de secours est une surcharge admise pour permettre le passage de certaines pointes et ne doit normalement être utilisée que quelques heures par jour et quelques jours par an.,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime de secours (Is)
Une surcharge durable de secours est une surcharge admise pour permettre le passage de certaines pointes et ne doit normalement être utilisée que quelques heures par jour et quelques jours par an."
2285,Régime de secours (Is),"Il est accepté, pour la surcharge durable de secours, une température de point chaud (TPC) de 130° C.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime de secours (Is)
Il est accepté, pour la surcharge durable de secours, une température de point chaud (TPC) de 130° C."
2286,Régime de surcharge courte durée durant les manoeuvres,"C’est un régime de surcharge de courte durée, admissible exceptionnellement. Il est défini par une intensité transitée pouvant atteindre 1,5 In (1,4 In pour les anciens AT 300 MVA). Un transformateur ne pouvant rester plus de 5 minutes à 1,5 In sans danger pour l’appareil, tous les moyens nécessaires pour ramener l’intensité à une valeur inférieure à Is doivent être immédiatement engagés.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime de surcharge courte durée durant les manoeuvres
C’est un régime de surcharge de courte durée, admissible exceptionnellement. Il est défini par une intensité transitée pouvant atteindre 1,5 In (1,4 In pour les anciens AT 300 MVA). Un transformateur ne pouvant rester plus de 5 minutes à 1,5 In sans danger pour l’appareil, tous les moyens nécessaires pour ramener l’intensité à une valeur inférieure à Is doivent être immédiatement engagés."
2287,Documentation,Les seuils de détection des contraintes dans les transformateurs et de valorisation de ces contraintes sont définis [dans ce document](&D131).,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Documentation
Les seuils de détection des contraintes dans les transformateurs et de valorisation de ces contraintes sont définis [dans ce document](&D131)."
2288,Documentation,Pour plus de détails sur les seuils de détection des contraintes se référer à l'[article relatif aux contraintes de thermiques](&A9).,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Documentation
Pour plus de détails sur les seuils de détection des contraintes se référer à l'[article relatif aux contraintes de thermiques](&A9)."
